# BCCWJ 短単位語彙表 ver1.0 (NINJAL, doi:10.15084/00003218) — palavras de conteúdo por lema UniDic,
# ordenadas pelo registro coloquial: Yahoo!知恵袋 (OC) + Yahoo!ブログ (OY), pmw somado.
# rank	lemma	lForm	pos	coloquial_pmw	geral_pmw
16615	切羽詰まる	セッパツマル	動詞-一般	3.046	2.036
16616	新種	シンシュ	名詞-普通名詞-一般	3.046	1.434
16617	革靴	カワグツ	名詞-普通名詞-一般	3.046	1.023
16618	混ぜ込む	マゼコム	動詞-一般	3.046	0.755
16619	ドリア	ドリア	名詞-普通名詞-一般	3.046	0.669
16620	起因	キイン	名詞-普通名詞-サ変可能	3.045	8.680
16621	レ	レ	名詞-普通名詞-一般	3.045	3.795
16622	八百屋	ヤオヤ	名詞-普通名詞-一般	3.045	2.237
16623	エフェクト	エフェクト	名詞-普通名詞-一般	3.045	1.931
16624	物忘れ	モノワスレ	名詞-普通名詞-一般	3.045	1.673
16625	キル	キル	名詞-普通名詞-一般	3.045	0.822
16626	毒舌	ドクゼツ	名詞-普通名詞-一般	3.045	0.765
16627	仏滅	ブツメツ	名詞-普通名詞-一般	3.045	0.459
16628	飼料	シリョウ	名詞-普通名詞-一般	3.043	8.030
16629	合点	ガッテン	名詞-普通名詞-サ変可能	3.043	2.638
16630	泣き叫ぶ	ナキサケブ	動詞-一般	3.043	2.093
16631	点眼	テンガン	名詞-普通名詞-サ変可能	3.043	0.870
16632	門限	モンゲン	名詞-普通名詞-一般	3.043	0.832
16633	善良	ゼンリョウ	名詞-普通名詞-形状詞可能	3.042	3.250
16634	内視	ナイシ	名詞-普通名詞-一般	3.042	2.954
16635	危害	キガイ	名詞-普通名詞-一般	3.042	2.868
16636	起伏	キフク	名詞-普通名詞-サ変可能	3.042	2.810
16637	切腹	セップク	名詞-普通名詞-サ変可能	3.042	2.782
16638	逆流	ギャクリュウ	名詞-普通名詞-サ変可能	3.042	2.170
16639	風向き	カザムキ	名詞-普通名詞-一般	3.042	1.443
16640	神棚	カミダナ	名詞-普通名詞-一般	3.042	1.434
16641	茹で上がる	ユデアガル	動詞-一般	3.042	1.357
16642	すぱ	スパ	副詞	3.042	0.851
16643	考え物	カンガエモノ	名詞-普通名詞-一般	3.042	0.583
16644	ゴスロリ	ゴスロリ	名詞-普通名詞-一般	3.042	0.306
16645	硫酸	リュウサン	名詞-普通名詞-一般	3.041	4.588
16646	束ねる	タバネル	動詞-一般	3.041	4.388
16647	階下	カイカ	名詞-普通名詞-一般	3.041	3.642
16648	遠ざける	トオザケル	動詞-一般	3.041	3.451
16649	和音	ワオン	名詞-普通名詞-一般	3.041	2.418
16650	狂犬	キョウケン	名詞-普通名詞-一般	3.041	2.122
16651	便座	ベンザ	名詞-普通名詞-一般	3.041	1.032
16652	ＲＲ	アールアール	名詞-普通名詞-一般	3.041	0.946
16653	白湯	サユ	名詞-普通名詞-一般	3.041	0.793
16654	冬用	フユヨウ	名詞-普通名詞-一般	3.041	0.516
16655	問診	モンシン	名詞-普通名詞-サ変可能	3.040	2.858
16656	枸櫞	クエン	名詞-普通名詞-一般	3.040	1.950
16657	道交	ドウコウ	名詞-普通名詞-一般	3.040	1.405
16658	ＯＥＭ	オーイーエム	名詞-普通名詞-一般	3.040	0.593
16659	防火	ボウカ	名詞-普通名詞-一般	3.039	9.616
16660	化合	カゴウ	名詞-普通名詞-サ変可能	3.039	7.800
16661	併合	ヘイゴウ	名詞-普通名詞-サ変可能	3.039	4.464
16662	予後	ヨゴ	名詞-普通名詞-一般	3.039	3.155
16663	スーパースター	スーパースター	名詞-普通名詞-一般	3.039	1.434
16664	ぼったくり	ボッタクリ	名詞-普通名詞-一般	3.039	0.449
16665	兼業	ケンギョウ	名詞-普通名詞-サ変可能	3.038	2.858
16666	溶け出す	トケダス	動詞-一般	3.038	1.510
16667	スピッツ	スピッツ	名詞-普通名詞-一般	3.038	0.956
16668	インフォ	インフォ	名詞-普通名詞-一般	3.038	0.899
16669	和訳	ワヤク	名詞-普通名詞-サ変可能	3.038	0.803
16670	単車	タンシャ	名詞-普通名詞-一般	3.038	0.526
16671	複写	フクシャ	名詞-普通名詞-サ変可能	3.037	2.686
16672	力む	リキム	動詞-一般	3.037	1.224
16673	すっぱり	スッパリ	副詞	3.037	0.813
16674	レム	レム	名詞-普通名詞-一般	3.037	0.698
16675	蚊取り	カトリ	名詞-普通名詞-一般	3.037	0.669
16676	輪っか	ワッカ	名詞-普通名詞-一般	3.037	0.583
16677	ＨＩＤ	エイチアイディー	名詞-普通名詞-一般	3.037	0.373
16678	死骸	シガイ	名詞-普通名詞-一般	3.036	3.709
16679	眉間	ミケン	名詞-普通名詞-一般	3.036	3.279
16680	シンナー	シンナー	名詞-普通名詞-一般	3.036	2.447
16681	陰口	カゲグチ	名詞-普通名詞-一般	3.036	1.711
16682	厚紙	アツガミ	名詞-普通名詞-一般	3.036	1.396
16683	空欄	クウラン	名詞-普通名詞-一般	3.036	1.271
16684	気化	キカ	名詞-普通名詞-サ変可能	3.036	0.975
16685	ＤＩＹ	ディーアイワイ	名詞-普通名詞-一般	3.036	0.918
16686	デスティニー	デスティニー	名詞-普通名詞-一般	3.036	0.621
16687	背黄青	セキセイ	名詞-普通名詞-一般	3.036	0.507
16688	クレーマー	クレーマー	名詞-普通名詞-一般	3.036	0.373
16689	変質	ヘンシツ	名詞-普通名詞-サ変可能	3.035	3.957
16690	緯度	イド	名詞-普通名詞-一般	3.035	2.696
16691	調剤	チョウザイ	名詞-普通名詞-サ変可能	3.035	1.443
16692	いざこざ	イザコザ	名詞-普通名詞-一般	3.035	1.109
16693	書体	ショタイ	名詞-普通名詞-一般	3.034	1.577
16694	盗作	トウサク	名詞-普通名詞-サ変可能	3.034	0.612
16695	路駐	ロチュウ	名詞-普通名詞-サ変可能	3.034	0.315
16696	遊び人	アソビニン	名詞-普通名詞-一般	3.033	1.042
16697	別れ話	ワカレバナシ	名詞-普通名詞-一般	3.033	0.774
16698	マウスピース	マウスピース	名詞-普通名詞-一般	3.033	0.707
16699	ＥＭＳ	イーエムエス	名詞-普通名詞-一般	3.032	0.688
16700	色直し	イロナオシ	名詞-普通名詞-一般	3.032	0.459
16701	マージン	マージン	名詞-普通名詞-一般	3.031	2.027
16702	信販	シンパン	名詞-普通名詞-一般	3.030	1.032
16703	タンポン	タンポン	名詞-普通名詞-一般	3.029	0.593
16704	まじレス	マジレス	名詞-普通名詞-一般	3.029	0.315
16705	減益	ゲンエキ	名詞-普通名詞-サ変可能	2.963	1.204
16706	枝垂れ桜	シダレザクラ	名詞-普通名詞-一般	2.963	0.946
16707	雑記	ザッキ	名詞-普通名詞-一般	2.963	0.889
16708	植え付け	ウエツケ	名詞-普通名詞-一般	2.963	0.841
16709	寒波	カンパ	名詞-普通名詞-一般	2.963	0.726
16710	ウクレレ	ウクレレ	名詞-普通名詞-一般	2.963	0.621
16711	ほっこり	ホッコリ	副詞	2.963	0.621
16712	背脂	セアブラ	名詞-普通名詞-一般	2.963	0.363
16713	ブエナビスタ	ブエナビスタ	名詞-普通名詞-一般	2.963	0.363
16714	休館	キュウカン	名詞-普通名詞-サ変可能	2.962	10.764
16715	街路	ガイロ	名詞-普通名詞-一般	2.962	7.141
16716	三郎	サブロウ	名詞-普通名詞-一般	2.962	4.072
16717	前節	ゼンセツ	名詞-普通名詞-一般	2.962	2.954
16718	敢行	カンコウ	名詞-普通名詞-サ変可能	2.962	2.332
16719	昼下がり	ヒルサガリ	名詞-普通名詞-一般	2.962	1.625
16720	潮風	シオカゼ	名詞-普通名詞-一般	2.962	1.615
16721	草丈	クサタケ	名詞-普通名詞-一般	2.962	1.386
16722	家路	イエジ	名詞-普通名詞-一般	2.962	1.204
16723	芙蓉	フヨウ	名詞-普通名詞-一般	2.962	1.204
16724	語録	ゴロク	名詞-普通名詞-一般	2.962	1.004
16725	早咲き	ハヤザキ	名詞-普通名詞-一般	2.962	0.545
16726	町長	チョウチョウ	名詞-普通名詞-一般	2.961	5.516
16727	広々	ヒロビロ	副詞	2.961	4.177
16728	大急ぎ	オオイソギ	名詞-普通名詞-一般	2.961	2.447
16729	画策	カクサク	名詞-普通名詞-サ変可能	2.961	2.027
16730	観衆	カンシュウ	名詞-普通名詞-一般	2.961	1.921
16731	死闘	シトウ	名詞-普通名詞-サ変可能	2.961	1.549
16732	正念	ショウネン	名詞-普通名詞-一般	2.961	1.243
16733	全編	ゼンペン	名詞-普通名詞-一般	2.961	1.176
16734	黄泉	コウセン	名詞-普通名詞-一般	2.961	1.061
16735	菅	スゲ	名詞-普通名詞-一般	2.960	0.593
16736	茱萸	グミ	名詞-普通名詞-一般	2.960	0.707
16737	匠	タクミ	名詞-普通名詞-一般	2.960	4.168
16738	仮称	カショウ	名詞-普通名詞-一般	2.960	3.451
16739	大道	ダイドウ	名詞-普通名詞-一般	2.960	2.466
16740	山並み	ヤマナミ	名詞-普通名詞-一般	2.960	2.036
16741	王族	オウゾク	名詞-普通名詞-一般	2.960	1.979
16742	難儀	ナンギ	名詞-普通名詞-サ変形状詞可能	2.960	1.931
16743	石南花	シャクナゲ	名詞-普通名詞-一般	2.960	1.568
16744	追い風	オイカゼ	名詞-普通名詞-一般	2.960	1.443
16745	御苑	ギョエン	名詞-普通名詞-一般	2.960	1.204
16746	ウォーミング	ウォーミング	名詞-普通名詞-一般	2.960	0.908
16747	濃霧	ノウム	名詞-普通名詞-一般	2.960	0.879
16748	セラ	セラ	名詞-普通名詞-一般	2.960	0.841
16749	スコーン	スコーン	名詞-普通名詞-一般	2.960	0.755
16750	朝っぱら	アサッパラ	名詞-普通名詞-一般	2.960	0.669
16751	揉み合い	モミアイ	名詞-普通名詞-一般	2.960	0.669
16752	終焉	シュウエン	名詞-普通名詞-サ変可能	2.958	4.091
16753	点在	テンザイ	名詞-普通名詞-サ変可能	2.958	3.977
16754	油絵	アブラエ	名詞-普通名詞-一般	2.958	2.610
16755	差し入れる	サシイレル	動詞-一般	2.958	2.466
16756	寄贈	キゾウ	名詞-普通名詞-サ変可能	2.958	2.323
16757	厘	リン	名詞-普通名詞-助数詞可能	2.958	2.093
16758	植え込み	ウエコミ	名詞-普通名詞-一般	2.958	1.606
16759	師弟	シテイ	名詞-普通名詞-一般	2.958	1.472
16760	竹林	チクリン	名詞-普通名詞-一般	2.958	1.434
16761	じたばた	ジタバタ	副詞	2.958	1.052
16762	ショーケース	ショーケース	名詞-普通名詞-一般	2.958	0.956
16763	掛け合い	カケアイ	名詞-普通名詞-一般	2.958	0.870
16764	絹莢	キヌサヤ	名詞-普通名詞-一般	2.958	0.803
16765	ぷん	プン	副詞	2.958	0.774
16766	本戦	ホンセン	名詞-普通名詞-一般	2.958	0.593
16767	ナッシング	ナッシング	名詞-普通名詞-一般	2.958	0.535
16768	寒流	カンリュウ	名詞-普通名詞-一般	2.958	0.516
16769	スペ	スペ	名詞-普通名詞-一般	2.958	0.507
16770	平積み	ヒラヅミ	名詞-普通名詞-一般	2.958	0.440
16771	使者	シシャ	名詞-普通名詞-一般	2.957	7.561
16772	表題	ヒョウダイ	名詞-普通名詞-一般	2.957	5.162
16773	軽やか	カロヤカ	形状詞-一般	2.957	3.757
16774	突き刺さる	ツキササル	動詞-一般	2.957	3.738
16775	軒	ノキ	名詞-普通名詞-一般	2.957	3.728
16776	断崖	ダンガイ	名詞-普通名詞-一般	2.957	3.155
16777	生き残り	イキノコリ	名詞-普通名詞-一般	2.957	3.078
16778	覇権	ハケン	名詞-普通名詞-一般	2.957	3.068
16779	言い残す	イイノコス	動詞-一般	2.957	2.514
16780	前代	ゼンダイ	名詞-普通名詞-一般	2.957	2.495
16781	ドラマチック	ドラマチック	形状詞-一般	2.957	2.065
16782	吹き抜ける	フキヌケル	動詞-一般	2.957	1.969
16783	するする	スルスル	副詞	2.957	1.625
16784	シャンソン	シャンソン	名詞-普通名詞-一般	2.957	1.052
16785	山女	ヤマメ	名詞-普通名詞-一般	2.957	0.908
16786	新色	シンショク	名詞-普通名詞-一般	2.957	0.707
16787	スイートピー	スイートピー	名詞-普通名詞-一般	2.957	0.679
16788	ＤＤ	ディーディー	名詞-普通名詞-一般	2.957	0.593
16789	水源	スイゲン	名詞-普通名詞-一般	2.956	6.357
16790	修業	シュギョウ	名詞-普通名詞-サ変可能	2.956	5.296
16791	慰め	ナグサメ	名詞-普通名詞-一般	2.956	3.374
16792	銚子	チョウシ	名詞-普通名詞-一般	2.956	1.940
16793	出来映え	デキバエ	名詞-普通名詞-一般	2.956	1.807
16794	臨場	リンジョウ	名詞-普通名詞-サ変可能	2.956	1.338
16795	終着	シュウチャク	名詞-普通名詞-一般	2.956	1.310
16796	時季	ジキ	名詞-普通名詞-副詞可能	2.956	1.166
16797	締め括り	シメククリ	名詞-普通名詞-一般	2.956	0.918
16798	往路	オウロ	名詞-普通名詞-一般	2.956	0.793
16799	旧作	キュウサク	名詞-普通名詞-一般	2.956	0.507
16800	走塁	ソウルイ	名詞-普通名詞-一般	2.956	0.459
16801	寝せる	ネセル	動詞-一般	2.956	0.459
16802	ＫＫ	ケーケー	名詞-普通名詞-一般	2.956	0.344
16803	核心	カクシン	名詞-普通名詞-一般	2.955	5.114
16804	所以	ユエン	名詞-普通名詞-一般	2.955	3.699
16805	作製	サクセイ	名詞-普通名詞-サ変可能	2.955	3.002
16806	源流	ゲンリュウ	名詞-普通名詞-一般	2.955	2.963
16807	喜ばしい	ヨロコバシイ	形容詞-一般	2.955	2.313
16808	忘れ去る	ワスレサル	動詞-一般	2.955	2.084
16809	咲き乱れる	サキミダレル	動詞-一般	2.955	1.797
16810	麦藁	ムギワラ	名詞-普通名詞-一般	2.955	1.768
16811	スタイリッシュ	スタイリッシュ	形状詞-一般	2.955	1.663
16812	気付かす	キヅカス	動詞-一般	2.955	1.606
16813	ウエルカム	ウエルカム	名詞-普通名詞-一般	2.955	1.568
16814	裏山	ウラヤマ	名詞-普通名詞-一般	2.955	1.510
16815	心成し	ココロナシ	名詞-普通名詞-副詞可能	2.955	1.290
16816	コブラ	コブラ	名詞-普通名詞-一般	2.955	1.128
16817	鬼門	キモン	名詞-普通名詞-一般	2.955	1.023
16818	岩塩	ガンエン	名詞-普通名詞-一般	2.955	0.765
16819	勝ち星	カチボシ	名詞-普通名詞-一般	2.955	0.612
16820	大蛇	オロチ	名詞-普通名詞-一般	2.955	1.635
16821	声掛け	コエカケ	名詞-普通名詞-サ変可能	2.954	1.252
16822	ＳＡＴ	サット	名詞-普通名詞-一般	2.954	0.602
16823	ぽっぽ	ポッポ	副詞	2.954	0.793
16824	皇	コウ	名詞-普通名詞-一般	2.954	1.835
16825	高まり	タカマリ	名詞-普通名詞-一般	2.954	7.341
16826	引き金	ヒキガネ	名詞-普通名詞-一般	2.954	5.296
16827	配下	ハイカ	名詞-普通名詞-一般	2.954	4.216
16828	立たす	タタス	動詞-一般	2.954	3.441
16829	走り去る	ハシリサル	動詞-一般	2.954	2.849
16830	花柄	ハナガラ	名詞-普通名詞-一般	2.954	2.648
16831	紋章	モンショウ	名詞-普通名詞-一般	2.954	2.352
16832	軽食	ケイショク	名詞-普通名詞-一般	2.954	1.434
16833	マッチング	マッチング	名詞-普通名詞-サ変可能	2.954	1.252
16834	くんくん	クンクン	副詞	2.954	1.042
16835	カーネル	カーネル	名詞-普通名詞-一般	2.954	0.841
16836	先勝	センショウ	名詞-普通名詞-サ変可能	2.954	0.382
16837	どん引き	ドンビキ	名詞-普通名詞-サ変可能	2.954	0.296
16838	漁	リョウ	名詞-普通名詞-一般	2.953	4.369
16839	ステート	ステート	名詞-普通名詞-一般	2.953	3.250
16840	踏み付ける	フミツケル	動詞-一般	2.953	2.686
16841	難題	ナンダイ	名詞-普通名詞-一般	2.953	1.969
16842	気難しい	キムズカシイ	形容詞-一般	2.953	1.577
16843	山形	ヤマガタ	名詞-普通名詞-一般	2.953	1.004
16844	従妹	ジュウマイ	名詞-普通名詞-一般	2.953	0.870
16845	規律	キリツ	名詞-普通名詞-サ変可能	2.952	7.934
16846	聴覚	チョウカク	名詞-普通名詞-一般	2.952	6.271
16847	多岐	タキ	名詞-普通名詞-形状詞可能	2.952	4.684
16848	キャピタル	キャピタル	名詞-普通名詞-一般	2.952	3.929
16849	水量	スイリョウ	名詞-普通名詞-一般	2.952	3.336
16850	金銀	キンギン	名詞-普通名詞-一般	2.952	3.193
16851	狭間	ハザマ	名詞-普通名詞-一般	2.952	2.935
16852	削ぐ	ソグ	動詞-一般	2.952	2.533
16853	天災	テンサイ	名詞-普通名詞-一般	2.952	1.979
16854	ＰＦ	ピーエフ	名詞-普通名詞-一般	2.952	1.338
16855	接ぎ木	ツギキ	名詞-普通名詞-一般	2.952	1.252
16856	柔	ヤワ	形状詞-一般	2.952	1.214
16857	フィジカル	フィジカル	形状詞-一般	2.952	0.918
16858	フィーバー	フィーバー	名詞-普通名詞-サ変可能	2.952	0.650
16859	弾き語り	ヒキガタリ	名詞-普通名詞-一般	2.952	0.583
16860	水雲	モズク	名詞-普通名詞-一般	2.952	0.468
16861	アンバサダー	アンバサダー	名詞-普通名詞-一般	2.952	0.392
16862	ポテチ	ポテチ	名詞-普通名詞-一般	2.952	0.287
16863	地価	チカ	名詞-普通名詞-一般	2.951	8.775
16864	機密	キミツ	名詞-普通名詞-一般	2.951	4.378
16865	築き上げる	キズキアゲル	動詞-一般	2.951	3.451
16866	高ぶる	タカブル	動詞-一般	2.951	2.896
16867	失効	シッコウ	名詞-普通名詞-サ変可能	2.951	2.074
16868	夏期	カキ	名詞-普通名詞-一般	2.951	1.893
16869	道内	ドウナイ	名詞-普通名詞-一般	2.951	1.893
16870	キャディー	キャディー	名詞-普通名詞-一般	2.951	1.558
16871	熟れる	ウレル	動詞-一般	2.951	1.520
16872	有り余る	アリアマル	動詞-一般	2.951	1.348
16873	濡れ	ヌレ	名詞-普通名詞-一般	2.951	1.109
16874	ウルフ	ウルフ	名詞-普通名詞-一般	2.951	1.004
16875	がちゃがちゃ	ガチャガチャ	副詞	2.951	0.975
16876	やきもき	ヤキモキ	副詞	2.951	0.822
16877	ブルドッグ	ブルドッグ	名詞-普通名詞-一般	2.951	0.564
16878	容易い	タヤスイ	形容詞-一般	2.950	4.273
16879	跳ね上がる	ハネアガル	動詞-一般	2.950	2.629
16880	お釈迦	オシャカ	名詞-普通名詞-一般	2.950	2.027
16881	私見	シケン	名詞-普通名詞-一般	2.950	1.740
16882	塗り替える	ヌリカエル	動詞-一般	2.950	1.577
16883	読み直す	ヨミナオス	動詞-一般	2.950	1.443
16884	調合	チョウゴウ	名詞-普通名詞-サ変可能	2.950	1.396
16885	嵩	カサ	名詞-普通名詞-一般	2.950	1.338
16886	欠	ケツ	名詞-普通名詞-一般	2.950	1.329
16887	歯痒い	ハガユイ	形容詞-一般	2.950	1.128
16888	再販	サイハン	名詞-普通名詞-サ変可能	2.950	0.965
16889	ごっそり	ゴッソリ	副詞	2.950	0.927
16890	出玉	デダマ	名詞-普通名詞-一般	2.950	0.841
16891	硬式	コウシキ	名詞-普通名詞-一般	2.950	0.803
16892	きゃあきゃあ	キャアキャア	副詞	2.950	0.784
16893	月下	ゲッカ	名詞-普通名詞-一般	2.950	0.631
16894	牛筋	ギュウスジ	名詞-普通名詞-一般	2.950	0.315
16895	奨励	ショウレイ	名詞-普通名詞-サ変可能	2.949	9.750
16896	雨水	アマミズ	名詞-普通名詞-一般	2.949	5.477
16897	欲する	ホッスル	動詞-一般	2.949	5.076
16898	軟骨	ナンコツ	名詞-普通名詞-一般	2.949	4.263
16899	震え	フルエ	名詞-普通名詞-一般	2.949	3.250
16900	万	ヨロズ	名詞-普通名詞-副詞可能	2.949	2.457
16901	商談	ショウダン	名詞-普通名詞-サ変可能	2.949	2.304
16902	擦れ擦れ	スレスレ	形状詞-一般	2.949	2.218
16903	前任	ゼンニン	名詞-普通名詞-一般	2.949	2.170
16904	都民	トミン	名詞-普通名詞-一般	2.949	1.826
16905	敷物	シキモノ	名詞-普通名詞-一般	2.949	1.663
16906	電工	デンコウ	名詞-普通名詞-一般	2.949	1.635
16907	回覧	カイラン	名詞-普通名詞-サ変可能	2.949	1.386
16908	おっとり	オットリ	副詞	2.949	1.357
16909	ずんずん	ズンズン	副詞	2.949	1.214
16910	スライディング	スライディング	名詞-普通名詞-サ変可能	2.949	0.698
16911	マーマレード	マーマレード	名詞-普通名詞-一般	2.949	0.688
16912	券売	ケンバイ	名詞-普通名詞-一般	2.949	0.631
16913	柔らかめ	ヤワラカメ	形状詞-一般	2.949	0.545
16914	上面	ウワツラ	名詞-普通名詞-一般	2.948	1.721
16915	細分	サイブン	名詞-普通名詞-サ変可能	2.948	3.384
16916	嵌め込む	ハメコム	動詞-一般	2.948	2.877
16917	放り投げる	ホウリナゲル	動詞-一般	2.948	2.524
16918	思い知る	オモイシル	動詞-一般	2.948	2.065
16919	歴然	レキゼン	形状詞-タリ	2.948	2.036
16920	閉口	ヘイコウ	名詞-普通名詞-サ変可能	2.948	1.673
16921	半疑	ハンギ	名詞-普通名詞-一般	2.948	1.644
16922	半信	ハンシン	名詞-普通名詞-一般	2.948	1.644
16923	奇抜	キバツ	名詞-普通名詞-形状詞可能	2.948	1.625
16924	バウンド	バウンド	名詞-普通名詞-サ変可能	2.948	1.625
16925	非力	ヒリキ	名詞-普通名詞-形状詞可能	2.948	1.157
16926	魔人	マジン	名詞-普通名詞-一般	2.948	0.899
16927	手軽い	テガルイ	形容詞-一般	2.948	0.889
16928	通天	ツウテン	名詞-普通名詞-一般	2.948	0.679
16929	全巻	ゼンカン	名詞-普通名詞-一般	2.948	0.650
16930	道産	ドウサン	名詞-普通名詞-一般	2.948	0.526
16931	水出し	ミズダシ	名詞-普通名詞-一般	2.948	0.363
16932	組み替え	クミカエ	名詞-普通名詞-一般	2.947	4.521
16933	補填	ホテン	名詞-普通名詞-サ変可能	2.947	4.254
16934	揺らぐ	ユラグ	動詞-一般	2.947	3.891
16935	カリ	カリ	名詞-普通名詞-一般	2.947	2.504
16936	新旧	シンキュウ	名詞-普通名詞-一般	2.947	2.428
16937	左目	ヒダリメ	名詞-普通名詞-一般	2.947	1.329
16938	釈然	シャクゼン	形状詞-タリ	2.947	1.080
16939	股下	マタシタ	名詞-普通名詞-一般	2.947	0.965
16940	もろもろ	モロモロ	副詞	2.947	0.449
16941	囚人	シュウジン	名詞-普通名詞-一般	2.946	4.961
16942	模倣	モホウ	名詞-普通名詞-サ変可能	2.946	4.330
16943	簡略	カンリャク	形状詞-一般	2.946	2.925
16944	抉る	エグル	動詞-一般	2.946	2.849
16945	国益	コクエキ	名詞-普通名詞-一般	2.946	2.485
16946	横行	オウコウ	名詞-普通名詞-サ変可能	2.946	2.304
16947	凶暴	キョウボウ	形状詞-一般	2.946	1.969
16948	噂話	ウワサバナシ	名詞-普通名詞-一般	2.946	1.835
16949	祓い	ハライ	名詞-普通名詞-一般	2.946	1.443
16950	栄螺	サザエ	名詞-普通名詞-一般	2.946	1.147
16951	両隣り	リョウドナリ	名詞-普通名詞-一般	2.946	0.813
16952	フェイシャル	フェイシャル	名詞-普通名詞-一般	2.946	0.650
16953	供え	ソナエ	名詞-普通名詞-一般	2.946	0.564
16954	学ラン	ガクラン	名詞-普通名詞-一般	2.946	0.468
16955	測量	ソクリョウ	名詞-普通名詞-サ変可能	2.945	7.208
16956	プロテスタント	プロテスタント	名詞-普通名詞-一般	2.945	3.508
16957	温水	オンスイ	名詞-普通名詞-一般	2.945	2.791
16958	英米	エイベイ	名詞-普通名詞-一般	2.945	2.495
16959	強弱	キョウジャク	名詞-普通名詞-一般	2.945	2.294
16960	割り引く	ワリビク	動詞-一般	2.945	1.310
16961	大儲け	オオモウケ	名詞-普通名詞-サ変可能	2.945	1.224
16962	ブースター	ブースター	名詞-普通名詞-一般	2.945	1.157
16963	干潮	カンチョウ	名詞-普通名詞-一般	2.945	1.128
16964	逆立ち	サカダチ	名詞-普通名詞-サ変可能	2.945	1.071
16965	ヒアルロン	ヒアルロン	名詞-普通名詞-一般	2.945	0.985
16966	ＴＸＴ	ティーエックスティー	名詞-普通名詞-一般	2.945	0.736
16967	焼き御握り	ヤキオニギリ	名詞-普通名詞-一般	2.945	0.373
16968	因子	インシ	名詞-普通名詞-一般	2.944	11.500
16969	助長	ジョチョウ	名詞-普通名詞-サ変可能	2.944	4.273
16970	手早い	テバヤイ	形容詞-一般	2.944	3.977
16971	不純	フジュン	名詞-普通名詞-形状詞可能	2.944	2.629
16972	都立	トリツ	名詞-普通名詞-一般	2.944	2.237
16973	プランナー	プランナー	名詞-普通名詞-一般	2.944	1.539
16974	頬っぺた	ホッペタ	名詞-普通名詞-一般	2.944	1.386
16975	出っ張る	デッパル	動詞-一般	2.944	0.965
16976	水引き	ミズヒキ	名詞-普通名詞-一般	2.944	0.793
16977	手立て	テダテ	名詞-普通名詞-一般	2.943	3.977
16978	煮立つ	ニタツ	動詞-一般	2.943	2.686
16979	充填	ジュウテン	名詞-普通名詞-サ変可能	2.943	2.304
16980	海抜	カイバツ	名詞-普通名詞-一般	2.943	1.807
16981	別売り	ベツウリ	名詞-普通名詞-一般	2.943	0.717
16982	ビデ	ビデ	名詞-普通名詞-一般	2.943	0.392
16983	受話	ジュワ	名詞-普通名詞-一般	2.942	10.419
16984	順守	ジュンシュ	名詞-普通名詞-サ変可能	2.942	7.188
16985	技師	ギシ	名詞-普通名詞-一般	2.942	6.385
16986	納入	ノウニュウ	名詞-普通名詞-サ変可能	2.942	5.649
16987	即時	ソクジ	名詞-普通名詞-副詞可能	2.942	4.961
16988	姑息	コソク	形状詞-一般	2.942	1.243
16989	腰椎	ヨウツイ	名詞-普通名詞-一般	2.941	1.510
16990	音域	オンイキ	名詞-普通名詞-一般	2.941	1.042
16991	吹っ切れる	フッキレル	動詞-一般	2.941	0.870
16992	エレクトーン	エレクトーン	名詞-普通名詞-一般	2.941	0.507
16993	目尻	メジリ	名詞-普通名詞-一般	2.939	2.724
16994	気違い	キチガイ	名詞-普通名詞-一般	2.939	2.007
16995	素足	スアシ	名詞-普通名詞-一般	2.939	1.864
16996	水圧	スイアツ	名詞-普通名詞-一般	2.939	1.463
16997	地肌	ジハダ	名詞-普通名詞-一般	2.939	1.013
16998	膠原	コウゲン	名詞-普通名詞-一般	2.939	0.994
16999	膣内	チツナイ	名詞-普通名詞-一般	2.939	0.726
17000	水垢	ミズアカ	名詞-普通名詞-一般	2.939	0.612
17001	弧	コ	名詞-普通名詞-一般	2.938	3.566
17002	略語	リャクゴ	名詞-普通名詞-一般	2.938	2.304
17003	不用	フヨウ	形状詞-一般	2.938	2.294
17004	卑屈	ヒクツ	名詞-普通名詞-形状詞可能	2.938	1.931
17005	晒し	サラシ	名詞-普通名詞-一般	2.938	1.357
17006	横柄	オウヘイ	形状詞-一般	2.938	1.338
17007	行間	ギョウカン	名詞-普通名詞-一般	2.938	1.214
17008	特種	トクダネ	名詞-普通名詞-一般	2.938	1.176
17009	貢ぐ	ミツグ	動詞-一般	2.938	0.937
17010	フィラリア	フィラリア	名詞-普通名詞-一般	2.938	0.507
17011	ＡＭＧ	エーエムジー	名詞-普通名詞-一般	2.938	0.335
17012	片目	カタメ	名詞-普通名詞-一般	2.937	1.950
17013	マーキング	マーキング	名詞-普通名詞-サ変可能	2.937	1.807
17014	椎間	ツイカン	名詞-普通名詞-一般	2.937	1.749
17015	胎盤	タイバン	名詞-普通名詞-一般	2.937	1.377
17016	滑り止め	スベリドメ	名詞-普通名詞-一般	2.937	0.813
17017	鼓膜	コマク	名詞-普通名詞-一般	2.936	2.294
17018	マットレス	マットレス	名詞-普通名詞-一般	2.936	1.491
17019	出歯	デバ	名詞-普通名詞-一般	2.936	0.535
17020	闇金	ヤミキン	名詞-普通名詞-一般	2.936	0.526
